Node,to_Node,distance
Netherlands,Romania,1570.244756770823
NO1,Romania,1831.0868405574072
NO2,Romania,1871.0404816410205
NO3,Romania,2110.008478563108
NO4,Romania,2527.7850527290893
NO5,Romania,2040.1317883053373
Poland,Romania,800.1693306700417
Portugal,Romania,2818.4372221602457
Austria,Serbia,600.4570478920639
Bosnia H,Serbia,228.40033424690438
Belgium,Serbia,1404.7463181968176
Bulgaria,Serbia,411.5202116239739
Switzerland,Serbia,1016.6168271727785
Czech R,Serbia,753.1906302974743
Germany,Serbia,1069.3934686190091
Denmark,Serbia,1552.7347855616863
Estonia,Serbia,1652.9498836908042
Spain,Serbia,2018.44846211798
Finland,Serbia,2227.4676329919002
France,Serbia,1443.9227060967028
Great Brit.,Serbia,1866.7346737404896
Greece,Serbia,578.7781829366456
Croatia,Serbia,344.6462913201398
Hungary,Serbia,336.7384209427272
Ireland,Serbia,2328.4300002754962
Italy,Serbia,772.8750206298979
Lithuania,Serbia,1258.1290466682863
Luxemb.,Serbia,1261.0877987649671
Latvia,Serbia,1449.0749502082112
Macedonia,Serbia,310.66884835269275
Netherlands,Serbia,1421.9147393386559
NO1,Serbia,1886.7113925596693
NO2,Serbia,1879.4057648088155
NO3,Serbia,2195.1819708118655
NO4,Serbia,2685.195256560443
NO5,Serbia,2063.3066444206747
Poland,Serbia,886.1480794035881
Portugal,Serbia,2470.58932372467
Romania,Serbia,393.0336532832326
Austria,Sweden,1693.8685479072751
Bosnia H,Sweden,2076.14809067371
Belgium,Sweden,1486.7580207153476
Bulgaria,Sweden,2316.8240004843724
Switzerland,Sweden,1825.160992701524
Czech R,Sweden,1424.8490816559654
Germany,Sweden,1328.941680331478
Denmark,Sweden,806.3326037442744
Estonia,Sweden,685.4869897023926
Spain,Sweden,2806.761780384481
Finland,Sweden,581.6363714269743
France,Sweden,1958.4509139466024
Great Brit.,Sweden,1494.487892919768
Greece,Sweden,2656.2321314654187
Croatia,Sweden,1903.1705358412098
Hungary,Sweden,1757.8494625861347
Ireland,Sweden,1757.8365161526096
Italy,Sweden,2054.254555740005
Lithuania,Sweden,959.6411802400753
Luxemb.,Sweden,1549.9835330444146
Latvia,Sweden,861.7433325478358
Macedonia,Sweden,2385.4952559053963
Netherlands,Sweden,1314.8579595648052
NO1,Sweden,383.02351256504926
NO2,Sweden,600.4791545025992
NO3,Sweden,257.05019893489515
NO4,Sweden,627.2537227444523
NO5,Sweden,535.8836201838152
Poland,Sweden,1192.335824124339
Portugal,Sweden,3055.0918315409003
Romania,Sweden,1953.1166479155434
Serbia,Sweden,2077.7676636103934
Austria,Slovenia,156.2641714728617
Bosnia H,Slovenia,329.0614953018483
Belgium,Slovenia,912.1405087317419
Bulgaria,Slovenia,918.1518144612653
Switzerland,Slovenia,513.4234539173608
Czech R,Slovenia,423.25274289610644
Germany,Slovenia,633.466128331333
Denmark,Slovenia,1187.4784350255252
Estonia,Slovenia,1583.2297459290755
Spain,Slovenia,1599.2684901386317
Finland,Slovenia,2122.539193470373
France,Slovenia,944.8575361594428
Great Brit.,Slovenia,1376.1564135475096
Greece,Slovenia,965.9528073799873
Croatia,Slovenia,162.42242812732712
Hungary,Slovenia,329.22978842647257
Ireland,Slovenia,1831.3671208470328
Italy,Slovenia,350.0288111361206
Lithuania,Slovenia,1222.8262551082248
Luxemb.,Slovenia,763.6124077331177
Latvia,Slovenia,1415.8093879718192
Macedonia,Slovenia,750.7649299716644
Netherlands,Slovenia,952.2450076745018
NO1,Slovenia,1584.6510535572672
NO2,Slovenia,1526.8973623955349
NO3,Slovenia,1912.680487308178
NO4,Slovenia,2474.13979143032
NO5,Slovenia,1718.3361626929398
Poland,Slovenia,755.2171502092951
Portugal,Slovenia,2033.7782653242093
Romania,Slovenia,792.1458388477832
Serbia,Slovenia,506.8326132110727
Sweden,Slovenia,1847.629576467664
Austria,Slovakia,391.5480146798675
Bosnia H,Slovakia,527.4646882428661
Belgium,Slovakia,1088.1080460013545
Bulgaria,Slovakia,809.3761676842234
Switzerland,Slovakia,865.1602767041104
Czech R,Slovakia,336.34009135451646
Germany,Slovakia,685.8207029366694
Denmark,Slovakia,1079.6828315790194
Estonia,Slovakia,1192.225071097309
Spain,Slovakia,2022.4973393913826
Finland,Slovakia,1756.640250111379
France,Slovakia,1282.4304291552255
Great Brit.,Slovakia,1522.8642791015525
Greece,Slovakia,1081.7505680898712
Croatia,Slovakia,399.04580083917904
Hungary,Slovakia,192.3482135614598
Ireland,Slovakia,1993.2249184585987
Italy,Slovakia,800.2013363486107
Lithuania,Slovakia,808.5811856388403
Luxemb.,Slovakia,971.4650002269747
Latvia,Slovakia,1004.1614210353714
Macedonia,Slovakia,812.8730446864053
Netherlands,Slovakia,1053.9469256869925
NO1,Slovakia,1388.00667823454
NO2,Slovakia,1394.704513201198
NO3,Slovakia,1693.030874088789
NO4,Slovakia,2186.7602045084946
NO5,Slovakia,1574.0050243246544
Poland,Slovakia,387.4090199502393
Portugal,Slovakia,2440.639946742081
Romania,Slovakia,518.4748894405078
Serbia,Slovakia,503.0176604928721
Sweden,Slovakia,1575.7742924802549
Slovenia,Slovakia,453.6615282594427
Austria,Moray Firth,1671.0193992661348
Bosnia H,Moray Firth,2131.0803314459126
Belgium,Moray Firth,972.3174959515276
Bulgaria,Moray Firth,2616.839621001342
Switzerland,Moray Firth,1479.0789404071681
Czech R,Moray Firth,1501.7201042701668
Germany,Moray Firth,1183.8794838891636
Denmark,Moray Firth,775.0334915555088
Estonia,Moray Firth,1642.1786899663864
Spain,Moray Firth,2027.6472632659154
Finland,Moray Firth,1716.006516383368
France,Moray Firth,1340.7508524748073
Great Brit.,Moray Firth,630.6294253874102
Greece,Moray Firth,2773.6811988313398
Croatia,Moray Firth,1943.0684874691922
Hungary,Moray Firth,1923.0465815440793
Ireland,Moray Firth,662.6782484625558
Italy,Moray Firth,1817.8209469194123
Lithuania,Moray Firth,1685.6638886927092
Luxemb.,Moray Firth,1119.1014050997594
Latvia,Moray Firth,1713.303051901762
Macedonia,Moray Firth,2540.4638232828524
Netherlands,Moray Firth,870.0437404171416
NO1,Moray Firth,816.1095650391931
NO2,Moray Firth,610.6044821781153
NO3,Moray Firth,922.7940786834415
NO4,Moray Firth,1496.2935610985353
NO5,Moray Firth,599.3402298671349
Poland,Moray Firth,1567.2339795278092
Portugal,Moray Firth,2146.434769569911
Romania,Moray Firth,2325.5541626975314
Serbia,Moray Firth,2249.0495564858375
Sweden,Moray Firth,1134.3933779594763
Slovenia,Moray Firth,1809.683069958805
Slovakia,Moray Firth,1814.696647188939
Austria,Firth of Forth,1505.1889404961107
Bosnia H,Firth of Forth,1963.291387250812
Belgium,Firth of Forth,773.7816555818297
Bulgaria,Firth of Forth,2472.505608037866
Switzerland,Firth of Forth,1282.0539797105616
Czech R,Firth of Forth,1357.0328409885853
Germany,Firth of Forth,1024.3184381311207
Denmark,Firth of Forth,701.9962583721895
Estonia,Firth of Forth,1648.9202321297282
Spain,Firth of Forth,1823.9045748795413
Finland,Firth of Forth,1792.0485572505868
France,Firth of Forth,1129.3044270361775
Great Brit.,Firth of Forth,419.9917669783528
Greece,Firth of Forth,2603.802313358292
Croatia,Firth of Forth,1777.5405554365432
Hungary,Firth of Forth,1774.8122926853541
Ireland,Firth of Forth,542.7593966102268
Italy,Firth of Forth,1624.469386569285
Lithuania,Firth of Forth,1641.9871344674782
Luxemb.,Firth of Forth,923.8733177617395
Latvia,Firth of Forth,1693.4567771537502
Macedonia,Firth of Forth,2378.05773461177
Netherlands,Firth of Forth,687.4785069975161
NO1,Firth of Forth,860.2859394366365
NO2,Firth of Forth,636.5784358392917
NO3,Firth of Forth,1032.5697364070595
NO4,Firth of Forth,1641.1179921969779
NO5,Firth of Forth,686.9333171795263
Poland,Firth of Forth,1467.0677654211263
Portugal,Firth of Forth,1960.7371027074373
Romania,Firth of Forth,2197.318694096965
Serbia,Firth of Forth,2093.707703554878
Sweden,Firth of Forth,1215.1952681821856
Slovenia,Firth of Forth,1637.8635164243794
Slovakia,Firth of Forth,1680.8424709626584
Moray Firth,Firth of Forth,211.8534350769104
Austria,Dogger Bank,1178.548197699344
Bosnia H,Dogger Bank,1637.430709025853
Belgium,Dogger Bank,485.9026189428046
Bulgaria,Dogger Bank,2145.585384083486
Switzerland,Dogger Bank,985.3781697366975
Czech R,Dogger Bank,1030.970648694223
Germany,Dogger Bank,696.5881471210236
Denmark,Dogger Bank,461.53628911695614
Estonia,Dogger Bank,1462.1878434906653
Spain,Dogger Bank,1694.1782333542462
Finland,Dogger Bank,1703.2390012829005
France,Dogger Bank,908.7171963577828
Great Brit.,Dogger Bank,341.46030127081843
Greece,Dogger Bank,2278.8682252485223
Croatia,Dogger Bank,1450.9743810110942
Hungary,Dogger Bank,1447.6025896512692
Ireland,Dogger Bank,721.1614491554197
Italy,Dogger Bank,1319.9846331844565
Lithuania,Dogger Bank,1392.7707589243173
Luxemb.,Dogger Bank,625.4165393625575
Latvia,Dogger Bank,1471.3715662348422
Macedonia,Dogger Bank,2051.0365120323286
Netherlands,Dogger Bank,369.8227510759152
NO1,Dogger Bank,774.6562317069516
NO2,Dogger Bank,560.4065918714422
NO3,Dogger Bank,1035.0963247604618
NO4,Dogger Bank,1678.1151064343308
NO5,Dogger Bank,695.2656310653009
Poland,Dogger Bank,1165.2563792122717
Portugal,Dogger Bank,1904.1314083453497
Romania,Dogger Bank,1875.2538851438246
Serbia,Dogger Bank,1765.9802210443702
Sweden,Dogger Bank,1157.0133610347484
Slovenia,Dogger Bank,1313.31434250522
Slovakia,Dogger Bank,1357.5665647260057
Moray Firth,Dogger Bank,500.36311198834716
Firth of Forth,Dogger Bank,327.73253868424405
Austria,Hornsea,1137.532849518739
Bosnia H,Hornsea,1592.159150438414
Belgium,Hornsea,395.7429604260557
Bulgaria,Hornsea,2121.2951987053307
Switzerland,Hornsea,903.0846190114488
Czech R,Hornsea,1014.8630268513439
Germany,Hornsea,669.5700786623395
Denmark,Hornsea,541.6456921825364
Estonia,Hornsea,1544.662058025713
Spain,Hornsea,1576.053255209911
Finland,Hornsea,1808.1895673531917
France,Hornsea,796.7149707654203
Great Brit.,Hornsea,246.38132252340003
Greece,Hornsea,2230.071100531475
Croatia,Hornsea,1408.8257882089588
Hungary,Hornsea,1423.3174884353637
Ireland,Hornsea,674.8280766350179
Italy,Hornsea,1244.119085245173
Lithuania,Hornsea,1450.14426207282
Luxemb.,Hornsea,543.7987509637547
Latvia,Hornsea,1540.7525444212433
Macedonia,Hornsea,2010.1380335417039
Netherlands,Hornsea,312.72349762470725
NO1,Hornsea,885.6754130514547
NO2,Hornsea,675.1101704457558
NO3,Hornsea,1152.14571307953
NO4,Hornsea,1795.7073043265486
NO5,Hornsea,813.2914411539682
Poland,Hornsea,1187.786050606121
Portugal,Hornsea,1789.0434913085774
Romania,Hornsea,1866.2270632710727
Serbia,Hornsea,1732.936455343269
Sweden,Hornsea,1268.6258846380128
Slovenia,Hornsea,1264.6901377415786
Slovakia,Hornsea,1347.8449637526612
Moray Firth,Hornsea,576.5783814991162
Firth of Forth,Hornsea,380.74163389534914
Dogger Bank,Hornsea,118.13127054682693
Austria,Outer Dowsing,1162.3342078493224
