Between node,And node,Period,Pipeline capacity built [kg],Pipeline total capacity [kg],Discounted cost of (newly) built pipeline [EUR],Expected hydrogen transmission [tons]
Greece,Bulgaria,2050-2055,9.037873950245922e-05,13288.24786921708,0.06866053842636269,14670.48368149685
Greece,Bulgaria,2055-2060,0.0008278631380910534,13288.24869706059,0.3665935488640286,13.470794942765533
Macedonia,Bulgaria,2020-2025,0.3449730851451964,0.3449730851451964,617.0253731960855,1.0053793564462195
Macedonia,Bulgaria,2025-2030,0.2013138744668798,0.5462868441546881,282.1272415625861,0.5630889718426975
Macedonia,Bulgaria,2030-2035,0.37612895403013397,0.9224156827382722,394.1189941620162,4.8147720202562265
Macedonia,Bulgaria,2035-2040,0.5216232339100781,1.4440388011920244,402.053836167515,9.13865280131911
Macedonia,Bulgaria,2040-2045,0.00019054439320869996,1.4442292301288189,0.1055033871146688,2.4322517360678964
Macedonia,Bulgaria,2045-2050,0.000497039465258864,1.4447261541477694,0.19066769863755464,3.5507477328521615
Macedonia,Bulgaria,2050-2055,0.33980553251919654,1.7845315712263192,85.06642274506721,3.0619634191365566
Macedonia,Bulgaria,2055-2060,0.13942960622057352,1.9239610619861733,20.345486229507113,2.572653405206967
Romania,Bulgaria,2020-2025,0.20354088410523963,0.20354088410523963,620.7909543948039,0.6011978803276717
Romania,Bulgaria,2025-2030,0.0775762642746364,0.28111703292863355,185.3856398711874,0.3350624328031772
Romania,Bulgaria,2030-2035,0.0010198937008461357,0.2821368111708241,1.8223064896650696,0.8512228218900002
Romania,Bulgaria,2035-2040,0.06094780209989696,0.34308449782366435,80.10529876182551,1.0265426235795667
Romania,Bulgaria,2040-2045,56610.54755722908,56610.89064342136,53449481.534221075,245620.63474310443
Romania,Bulgaria,2045-2050,4.992686488292274e-05,56610.890691486326,0.032658517002550014,253467.26937742854
Romania,Bulgaria,2050-2055,7.496008553324783e-05,56610.89076627778,0.03199880138587746,285877.1924173937
Romania,Bulgaria,2055-2060,0.00013371361665538874,56610.89089982986,0.03327090552070227,279654.86226259655
Serbia,Bulgaria,2020-2025,0.18518917258059417,0.18518917258059417,628.0021673394863,0.5607443252602833
Serbia,Bulgaria,2025-2030,1.1671231907015651,1.352312305552718,3101.099882218441,0.2425187399802335
Serbia,Bulgaria,2030-2035,0.0008779698226734824,1.3531902176497088,1.7442066131623932,9.963364941846994
Serbia,Bulgaria,2035-2040,8.160294663711667e-05,1.3532717628701083,0.11925068014341433,10.143327265885121
Serbia,Bulgaria,2040-2045,0.00014091470227434562,1.3534126198518646,0.14792932529501288,2.0967037832933526
Serbia,Bulgaria,2045-2050,0.0003502895628733949,1.353762851685667,0.25476583624845606,2.530742901672149
Serbia,Bulgaria,2050-2055,1.2909338372396353,2.6446966311994204,612.7163219560633,1.7284428364469484
Serbia,Bulgaria,2055-2060,0.0019185776892945783,2.646615151165509,0.5307869087724835,1.4644625961333149
Germany,Switzerland,2020-2025,0.0008145936233457107,0.0008145936233457107,0.0,0.0
Germany,Switzerland,2025-2030,0.0015176396836666523,0.002332233307012363,0.0,0.0
Germany,Switzerland,2030-2035,0.0047442744585003555,0.007076507765512718,0.0,0.0
Germany,Switzerland,2035-2040,0.0007641681173459342,0.007840675882858653,0.0,0.0
Germany,Switzerland,2040-2045,0.018353714478111086,0.026194390360969738,0.0,0.0
Germany,Switzerland,2045-2050,0.042328248364809196,0.06852263872577893,0.0,0.0
Germany,Switzerland,2050-2055,0.0,0.06852263872577893,0.0,0.0
Germany,Switzerland,2055-2060,0.0,0.06852263872577893,0.0,0.0
France,Switzerland,2020-2025,0.1353315548613754,0.1353315548613754,610.0385335450509,0.38848659306583305
France,Switzerland,2025-2030,0.0026022078605308263,0.1379336472760465,9.190807837260861,0.33134051665259834
France,Switzerland,2030-2035,0.0395239558753049,0.17745748769618028,104.3737750112645,0.4279146659705419
France,Switzerland,2035-2040,0.053997863341357255,0.23145523558019684,104.89245363802682,0.5772804274890758
France,Switzerland,2040-2045,0.07441556301435585,0.30587068314428034,103.84232098268551,0.8058679809911541
France,Switzerland,2045-2050,0.07936978687418034,0.38524035457129857,76.73294232736279,0.9696945912003587
France,Switzerland,2050-2055,0.027098306374877465,0.41233854548997273,17.09662001407131,1.0734215037096404
France,Switzerland,2055-2060,0.0003978005289302576,0.41273623057133,0.1462914063373975,1.1036710826918412
Italy,Switzerland,2020-2025,0.08302013063758264,0.08302013063758264,588.8155025089579,0.21774702081643404
Italy,Switzerland,2025-2030,0.004048265166143944,0.08706833807193506,22.496672161297163,0.20642057611108852
Italy,Switzerland,2030-2035,0.024727851470691106,0.11179613181668394,102.74365127801795,0.2613583509959879
Italy,Switzerland,2035-2040,0.030549291017288937,0.1423453651021225,93.36980057104375,0.32301260425228473
Italy,Switzerland,2040-2045,0.05004608976493569,0.19239139715107012,109.87993442957327,0.4882102488878969
Italy,Switzerland,2045-2050,0.05179538535365409,0.24418672477522613,78.78713939653296,0.609331092554042
Italy,Switzerland,2050-2055,0.0160797036053033,0.2602663706579371,15.961870252335627,0.6566872627123929
Italy,Switzerland,2055-2060,0.00024514041808967543,0.2605114533510205,0.1418423792831794,0.6748954133721317
Germany,CzechR,2020-2025,0.0007804506585655513,0.0007804506585655513,0.0,0.0
Germany,CzechR,2025-2030,0.0013487853088515467,0.002129235967417098,0.0,4.0297687118159975e-08
Germany,CzechR,2030-2035,65128.39006390855,65128.392193144515,0.0,118318.60616339704
Germany,CzechR,2035-2040,37852.599004735304,102980.99119787982,0.0,151351.65432501052
Germany,CzechR,2040-2045,172332.16942347807,275313.1606213579,0.0,253074.51053597964
Germany,CzechR,2045-2050,27663.831570135546,302976.99219149345,0.0,220776.08222159112
Germany,CzechR,2050-2055,0.0,302976.99219149345,0.0,305281.8071559831
Germany,CzechR,2055-2060,65788.41467106421,368765.40686255763,0.0,333767.4367649813
Poland,CzechR,2020-2025,0.11384011074068891,0.11384011074068891,608.4957653276239,0.32643063937101735
Poland,CzechR,2025-2030,0.0020771526530676977,0.1159172056653572,8.699297235750148,0.2754119354766225
Poland,CzechR,2030-2035,0.03425296327474204,0.150170111216477,107.2588628670926,0.3656124035348415
Poland,CzechR,2035-2040,0.04485966272187107,0.19502971620905624,103.3303087190229,0.4769808559186535
Poland,CzechR,2040-2045,0.06161650393516808,0.2566461624268443,101.95574950892713,0.6556720542315462
Poland,CzechR,2045-2050,0.07184190818372342,0.3284880128836736,82.35852315825747,0.8512207437710078
Poland,CzechR,2050-2055,0.018791778873424404,0.34727973404067386,14.058534721221932,0.8997154613592327
Poland,CzechR,2055-2060,0.00031332647994711813,0.3475930027801623,0.13663268793416386,0.8974522872605982
Slovakia,CzechR,2020-2025,0.20162440508371074,0.20162440508371074,600.3538420318442,0.5607525228009221
Slovakia,CzechR,2025-2030,0.00421767220834707,0.20584196183912673,9.839896354094021,0.4796066802285775
Slovakia,CzechR,2030-2035,0.06847314842616146,0.27431499481770455,119.44205903786961,0.5038745958625859
Slovakia,CzechR,2035-2040,0.08001935871925825,0.3543342380828944,102.67595103099899,0.6256629270788766
Slovakia,CzechR,2040-2045,0.11725662957253823,0.4715907522091156,108.08216108435886,0.8791426090487218
Slovakia,CzechR,2045-2050,0.13734980025586788,0.6089404370093965,87.71233409697423,1.2232248619332289
Slovakia,CzechR,2050-2055,0.03032013531270127,0.6392604568657124,12.635872767062828,1.2377334922879883
Slovakia,CzechR,2055-2060,0.0005671533498010049,0.6398274947670064,0.137771681401192,1.2751294093740748
Denmark,Germany,2020-2025,0.0057336571170799044,0.0057336571170799044,0.0,0.009237114403412232
Denmark,Germany,2025-2030,686.3727984294467,686.3785320865637,0.0,0.5362515509980538
Denmark,Germany,2030-2035,1046273.22815017,1046959.6066822566,0.0,1018912.1323291737
Denmark,Germany,2035-2040,315842.5361307976,1362802.1428130541,0.0,957095.3549597474
Denmark,Germany,2040-2045,1776078.765815899,3138880.908628953,0.0,2818956.1971491463
Denmark,Germany,2045-2050,264370.7098229914,3403251.6184519446,0.0,2686751.270336179
Denmark,Germany,2050-2055,226378.9324430884,3629630.550895033,0.0,4356910.094513538
Denmark,Germany,2055-2060,0.0,3629630.550895033,0.0,4232810.946366912
France,Germany,2020-2025,0.005943750704075636,0.005943750704075636,0.0,7.652335251694718e-05
France,Germany,2025-2030,1029.8137185087346,1029.8196622594387,0.0,0.0
France,Germany,2030-2035,900712.9598278237,901742.7794900831,0.0,36922.06230502412
France,Germany,2035-2040,128454.39272290387,1030197.172212987,0.0,39818.35090259963
France,Germany,2040-2045,1441297.3358294556,2471494.5080424426,0.0,514760.527518426
France,Germany,2045-2050,802231.6846547448,3273726.1926971874,0.0,460875.1135604441
France,Germany,2050-2055,0.0,3273726.1926971874,0.0,616606.1538348007
France,Germany,2055-2060,0.0,3273726.1926971874,0.0,919204.0024412195
Italy,Germany,2020-2025,0.008190537624642516,0.008190537624642516,0.0,0.0
Italy,Germany,2025-2030,1372.8006823075416,1372.8088728451662,0.0,12008.805105351375
Italy,Germany,2030-2035,197966.2625998976,199339.07147274277,0.0,0.0
Italy,Germany,2035-2040,38267.72752494668,237606.79899768945,0.0,128797.91723137604
Italy,Germany,2040-2045,436981.09823946405,674587.8972371535,0.0,97151.2167092268
Italy,Germany,2045-2050,74113.98923443886,748701.8864715924,0.0,985411.5760426577
Italy,Germany,2050-2055,90985.79591739946,839687.6823889918,0.0,1111680.9909439634
Italy,Germany,2055-2060,10968.606400267221,850656.288789259,0.0,585980.2898068817
Luxemb.,Germany,2020-2025,0.0008219158726822107,0.0008219158726822107,0.0,0.001297062713752975
Luxemb.,Germany,2025-2030,0.0013452964428371794,0.00216721231551939,0.0,0.0024833949534901266
Luxemb.,Germany,2030-2035,13126.752524896887,13126.754692109202,0.0,0.0
Luxemb.,Germany,2035-2040,3965.169619989427,17091.92431209863,0.0,0.0
Luxemb.,Germany,2040-2045,30944.390560360698,48036.31487245933,0.0,0.0
Luxemb.,Germany,2045-2050,21114.697577424762,69151.01244988409,0.0,0.0
Luxemb.,Germany,2050-2055,28955.84145182214,98106.85390170623,0.0,0.0
Luxemb.,Germany,2055-2060,3210.6693571822543,101317.5232588885,0.0,0.0
Netherlands,Germany,2020-2025,0.004398012231899235,0.004398012231899235,0.0,0.001053550394065751
Netherlands,Germany,2025-2030,0.0241516723308199,0.028549684562719134,0.0,0.004084540047637601
Netherlands,Germany,2030-2035,906626.5789986091,906626.6075482937,0.0,41230.50317608521
Netherlands,Germany,2035-2040,140290.70975774038,1046917.317306034,0.0,24056.84941027055
Netherlands,Germany,2040-2045,245141.5456015265,1292058.8629075605,0.0,29795.04952844482
Netherlands,Germany,2045-2050,135146.58192309155,1427205.444830652,0.0,41608.05932255345
Netherlands,Germany,2050-2055,0.0,1427205.444830652,0.0,33028.14348669097
Netherlands,Germany,2055-2060,0.0,1427205.444830652,0.0,33813.410287696366
NO2,Germany,2020-2025,0.0044706110506061575,0.0044706110506061575,0.0,0.005407479972129912
NO2,Germany,2025-2030,0.03516000049062701,0.039630611541233166,0.0,0.03995985185551021
NO2,Germany,2030-2035,1004598.90369817,1004598.9433287815,0.0,1714230.4512066834
NO2,Germany,2035-2040,187039.12649171473,1191638.0698204963,0.0,1447555.830869274
NO2,Germany,2040-2045,707303.1503397236,1898941.2201602198,0.0,2389423.1056676367
NO2,Germany,2045-2050,0.0,1898941.2201602198,0.0,1917514.8544702157
NO2,Germany,2050-2055,61420.424627211876,1960361.6447874317,0.0,2399518.9948297194
NO2,Germany,2055-2060,0.0,1960361.6447874317,0.0,2413515.681411754
Poland,Germany,2020-2025,0.000689577507108935,0.000689577507108935,0.0,0.0018562183492311722
Poland,Germany,2025-2030,0.34236075797486676,0.3430503354819757,0.0,1.9614137984322544
Poland,Germany,2030-2035,170569.29446470825,170569.63751504372,0.0,0.0
Poland,Germany,2035-2040,98514.64247082599,269084.2799858697,0.0,0.0
Poland,Germany,2040-2045,358154.877020764,627239.1570066337,0.0,3119.59034341457
Poland,Germany,2045-2050,33789.04238883441,661028.1993954681,0.0,1532.5113683783206
Poland,Germany,2050-2055,0.0,661028.1993954681,0.0,22529.739753143247
Poland,Germany,2055-2060,154911.96916913555,815940.1685646037,0.0,13867.583560366142
Sweden,Germany,2020-2025,0.0005765987264094719,0.0005765987264094719,0.0,0.0005850184585557414
Sweden,Germany,2025-2030,0.00627681237704153,0.0068534111034510015,0.0,0.018536436331744413
Sweden,Germany,2030-2035,88036.23635099531,88036.24320440642,0.0,0.0
Sweden,Germany,2035-2040,51163.56584093896,139199.80904534538,0.0,0.0
Sweden,Germany,2040-2045,222441.6381252151,361641.4471705605,0.0,1464.123716846524
Sweden,Germany,2045-2050,0.0,361641.4471705605,0.0,458.14375051043294
Sweden,Germany,2050-2055,0.0,361641.4471705605,0.0,476517.99142135796
Sweden,Germany,2055-2060,0.0,361641.4471705605,0.0,512528.3611108566
GreatBrit.,Denmark,2020-2025,0.0037862710957839944,0.0037862710957839944,0.0,0.001009176063593553
GreatBrit.,Denmark,2025-2030,686.378168819444,686.3819550905398,0.0,0.0
GreatBrit.,Denmark,2030-2035,1056083.487443549,1056769.8693986395,0.0,249706.8390092595
GreatBrit.,Denmark,2035-2040,308971.59552315576,1365741.4649217953,0.0,345048.9703090519
GreatBrit.,Denmark,2040-2045,1636306.9247352215,3002048.389657017,0.0,1633998.3602468958
GreatBrit.,Denmark,2045-2050,252108.58410725743,3254156.9737642743,0.0,1733401.7299233614
GreatBrit.,Denmark,2050-2055,0.0,3254156.9737642743,0.0,1647597.7036903603
GreatBrit.,Denmark,2055-2060,-4.656612873077393e-10,3254156.9737642743,-0.0,1465107.0808952192
Netherlands,Denmark,2020-2025,0.004600562017355259,0.004600562017355259,0.0,0.0005701121904328654
Netherlands,Denmark,2025-2030,0.024298879421593735,0.028899441438948993,0.0,0.002119290401047102
Netherlands,Denmark,2030-2035,857964.0890619843,857964.1179614258,0.0,37397.15883270733
Netherlands,Denmark,2035-2040,195201.49131875648,1053165.6092801823,0.0,19548.766905788947
Netherlands,Denmark,2040-2045,411855.66581925726,1465021.2750994395,0.0,17413.511960348314
Netherlands,Denmark,2045-2050,90449.8273390613,1555471.1024385008,0.0,24051.471469862445
Netherlands,Denmark,2050-2055,0.0,1555471.1024385008,0.0,20913.501616182577
Netherlands,Denmark,2055-2060,0.0,1555471.1024385008,0.0,12800.652853764183
NO2,Denmark,2020-2025,0.004271237117968235,0.004271237117968235,0.0,0.0026391272609276157
NO2,Denmark,2025-2030,0.035181514531712595,0.03945275164968083,0.0,0.022919995990456545
NO2,Denmark,2030-2035,1004505.000217071,1004505.0396698227,0.0,846808.3767970836
NO2,Denmark,2035-2040,187266.17163794977,1191771.2113077724,0.0,732797.504560704
